,ra,dec,u,g,r,i,z,redshift,class_GALAXY,class_QSO,class_STAR
30,0.19363844942831332,-0.5828592816333694,0.551549300082502,0.4416895063293221,0.13787375752179729,0.01892683463507441,-0.11988413639131479,-0.0688860606960835,0.9,0.1,0.1
31,0.19327132642051673,-0.5852388264309,0.6767279011206843,0.7397463695816197,0.8211050345427373,0.79207123295576,0.9423604583542047,-0.19457503552180114,0.9,0.1,0.1
32,0.19533151298745857,-0.5827605201865215,-0.2786142324171334,-0.39139952255879545,-0.4327952298261377,-0.3624080420871104,-0.3411213740253532,-0.3693399033921163,0.1,0.1,0.9
33,0.19534390640256807,-0.5827616189003493,-0.8269841167106016,-0.768010975001113,-0.5796253802124738,-0.449542023587512,-0.3011774931857585,-0.36928295514464965,0.1,0.1,0.9
34,0.1955811915402518,-0.5871396906749434,0.4962670122818741,0.7771885731271522,0.9221572939296849,0.9885146147080983,1.0513459160008143,-0.370120112387727,0.1,0.1,0.9
35,0.1955976365682715,-0.5811072730235283,-0.5908065016601516,-0.2091279141689162,-0.08417898298464312,0.004222044712551765,0.05189283597504933,-0.36790852951232905,0.1,0.1,0.9
36,0.1972859013937379,-0.5822492240427484,-0.5654521932844425,-0.6286075166027729,-0.5801498405021559,-0.4905647966649951,-0.4182747335413662,-0.36890671088313487,0.1,0.1,0.9
37,0.1946744150391731,-0.5866936474075827,1.0879841958069167,0.226016067770855,-0.3877852985366417,-0.5595082786602882,-0.7148867225974359,0.017779963514287126,0.9,0.1,0.1
38,0.1976046268807942,-0.58457373403023,0.3458185770034532,0.09957988099591278,0.011918999737270463,0.002882060878040546,-0.003368683729998615,-0.36820213965468784,0.1,0.1,0.9
39,0.19806628891833758,-0.5841213066727067,-1.1071606886091374,-0.6464613130956718,-0.3310686643524583,-0.17678086971792384,-0.07172042655664017,-0.3678768710195639,0.1,0.1,0.9
40,0.19821237300282005,-0.5856855134340618,0.28257158500103347,0.640450491930359,0.7213545605176797,0.7647635885374017,0.8169353427174323,-0.3714288854876023,0.1,0.1,0.9
41,0.19954785660936925,-0.5828012333623703,0.16342685078239028,0.22268434626892405,0.22429732097154095,0.2514008928265165,0.27948818198243003,-0.37098405382686905,0.1,0.1,0.9
42,0.19998406631415952,-0.5844864901789995,-0.34175261481680547,-0.06884657359704649,0.08247763942413464,0.1744087497598755,0.2620013061425413,-0.36949384114126427,0.1,0.1,0.9
43,0.1987592130863557,-0.5846692489544167,0.6660720923173764,0.6782205791792553,0.5469059566621964,0.404053953189571,0.3320651670409563,-0.06518005189075599,0.9,0.1,0.1
44,0.19894762355053947,-0.5814433729984889,0.6051662406409398,0.5816852707724542,0.32214662644650344,0.18034671734026197,0.08290212008086192,0.035506198718281035,0.9,0.1,0.1
45,0.20162611219793508,-0.5855017040564325,-1.2904574948531313,0.0547232749968709,0.4836054727700402,0.5341112077157504,0.4596595196521642,4.888755711797913,0.1,0.9,0.1
46,0.202728496217328,-0.5822954893704709,0.3351386327328681,0.7120983695624058,0.8514394430834524,0.9232933100308938,0.9886790700726953,-0.3690457891008639,0.1,0.1,0.9
47,0.20104752471365378,-0.5856145067970834,1.0427905333285599,0.15155473642606607,-0.4911695331402094,-0.6556192760454943,-0.8195170837896254,0.038044176847248735,0.9,0.1,0.1
48,0.20301219911035265,-0.5880504094939327,0.8426713063916855,1.0728762122002968,1.1979484834039031,1.240335236889329,1.260257565768619,-0.36820619342334215,0.1,0.1,0.9
49,0.2060811117253271,-0.5804864485450846,-0.7908653899288328,-1.0318938948478698,-1.0293032518032281,-0.9640695418473502,-0.9128275187014308,-0.3687898383664166,0.1,0.1,0.9
50,-0.33285636152076437,-0.6130705928331533,0.6932606962062249,0.8787796367019699,0.992847048688968,1.0446275325363308,1.101038896346203,-0.3703493303698744,0.1,0.1,0.9
51,-0.32923843861430535,-0.6105512582481278,0.6977136899190486,0.743321359637662,0.8690369588747466,0.9031497621918223,0.8917449289507227,-0.30962595425571326,0.9,0.1,0.1
52,-0.3291241605282754,-0.60967240419264,0.7806793586877255,0.8345153367477163,0.7099943760286752,0.5549291265042162,0.5321502663610607,-0.05166371716682835,0.9,0.1,0.1
53,-0.3281987081007467,-0.6096417755367319,0.9209546945084007,0.5828804597556873,0.25213117777395216,0.07123875256671446,-0.06420705404748422,-0.07602902741762324,0.9,0.1,0.1
54,-0.3262770799984398,-0.6126132696328321,1.0470745787704343,1.212427747109836,1.2600221048326958,1.2992244610936399,1.3595687251844155,-0.36765693606474753,0.1,0.1,0.9
55,-0.3242906574812047,-0.605174072614904,0.7772159191333119,0.3225936837522859,-0.014472591268513238,-0.14057503199326346,-0.23620011898601792,-0.02746354140055742,0.9,0.1,0.1
56,-0.3242718580810144,-0.612248698052352,0.8439022152228723,0.9541823115822239,0.8502594074316693,0.7291970895050225,0.68053937341685,-0.17754540033492192,0.9,0.1,0.1
57,-0.3219897452540459,-0.6078594395932798,0.14175320116660303,0.2949033761584422,0.37331896613976284,0.4336737265772831,0.5067510778787869,-0.36941495984473943,0.1,0.1,0.9
58,-0.32250883932314095,-0.612968086930234,0.814336267807125,0.633988009905975,0.3931828996114694,0.2422049253347691,0.11426047680324886,-0.1461012222933402,0.9,0.1,0.1
59,-0.32024567448340724,-0.6056331405653272,1.0459764150092767,0.5989573381142215,0.35074844295880375,0.21452944221673925,0.09664062091894945,-0.026212943481935612,0.9,0.1,0.1
60,-0.3198036405850593,-0.6114554192912446,0.8431540157372477,-0.06578985133019662,-0.6234646412125021,-0.7824710790459795,-0.9227345320099611,-0.01727304606119975,0.9,0.1,0.1
61,-0.3169899795834042,-0.6066657897274752,0.8112107247946014,-0.0628600517872251,-0.6203085141120939,-0.7659796440107731,-0.9217621154352144,-0.016342428358695954,0.9,0.1,0.1
62,-0.3169545970320266,-0.6117216567972277,1.0936922338182002,2.0353312274063318,1.9834776129997849,1.6968756115654742,1.7903326452916515,-0.023362958920370606,0.1,0.9,0.1
63,-0.3159260837938797,-0.6125853932548645,0.9235613249744421,1.2961015528298119,1.2019006663011498,1.0194656138660474,1.0101470359921023,-0.029666363402835592,0.9,0.1,0.1
64,-0.31572327922143506,-0.6122707922311478,-0.4195050226533998,-0.31755165104610783,-0.17748608773646557,-0.1690562570248537,-0.12065708289944704,-0.2760128813746395,0.9,0.1,0.1
65,-0.3155171513218721,-0.6129247891333288,0.5907935698767943,0.4137453532877141,0.07209145261596801,-0.0974328073605382,-0.19239981685853721,-0.013825799392057705,0.9,0.1,0.1
66,-0.3112329306270701,-0.6058871478843558,-1.0043798012050855,-1.3205373227454986,-1.2658442078121366,-1.152718246392395,-1.0659706623448721,-0.3693049756481077,0.1,0.1,0.9
67,-0.3108719792135251,-0.6106541695895783,-1.3016563516701987,-1.623417249505356,-1.581541206113767,-1.4613699476726418,-1.3291298589791,-0.3690808891814841,0.1,0.1,0.9
68,-0.31000243736993155,-0.6126271192337744,-0.21500520840554208,0.18499887416928004,0.4086170167078274,0.5291804175273167,0.64892336785842,-0.369983336278466,0.1,0.1,0.9
69,-0.3097230372228486,-0.6091449452430165,0.6196233855405556,0.4532394742026924,0.39647014178429646,0.4281298718894008,0.47023143318274496,-0.3692099538704242,0.1,0.1,0.9
70,-0.3080121285690323,-0.6090944091268701,0.9708668408396396,0.9244295097252816,1.3845439621829139,1.59842621101808,1.7481114811915393,-0.36755265440942714,0.1,0.1,0.9
71,-0.30791733212792916,-0.6105701874917265,-0.7979612173086095,-0.4977819189602017,-0.29305465871282577,-0.1614279830388394,-0.040594784911970445,-0.36988661428436087,0.1,0.1,0.9
72,-0.3078409081608624,-0.6091648073680719,-2.745838239459898,-2.6622691675953964,-2.3814648975889563,-2.157136848098458,-1.9445698157604514,-0.3698127924820892,0.1,0.1,0.9
73,-0.3103271461014662,-0.6061179391473777,0.8734440271713382,0.7918164170546892,0.6695079147376851,0.5350132883363697,0.4764565615116766,-0.14868439376955217,0.9,0.1,0.1
74,-0.30724674833584675,-0.6133230666489609,-1.0684473990949659,-0.5556692579445807,-0.24883141785785295,-0.08863971082556946,0.04235982904142212,-0.3678886207754098,0.1,0.1,0.9
75,-0.305372462995547,-0.6052383615931377,-1.5064337237917578,-1.6786180575008751,-1.7336627862085014,-1.7488446495290286,-1.7986491507790172,-0.2690928204853247,0.9,0.1,0.1
76,-0.30541168160398235,-0.6051625171804724,1.0756871752286918,0.7261867919134335,0.7074750935657372,0.6624431235791949,0.7240820267082847,-0.2689146707283445,0.9,0.1,0.1
77,-0.3069692777275563,-0.6052180685656952,0.9954488142624466,0.9079189787268109,0.7489449178998806,0.5701681583476896,0.5197997447364981,-0.04213530307850578,0.9,0.1,0.1
78,-0.30661573892399413,-0.6116187198729311,0.5943414835666826,0.5676180022087358,0.5308068988414221,0.537509336655561,0.5275790773344725,-0.32070045924680257,0.9,0.1,0.1
79,-0.304261088413623,-0.6085792246681375,0.0578583169077134,-0.7061890315763546,-0.9564781944359533,-1.0338450399490378,-1.1317292943055204,-0.21649167401905933,0.9,0.1,0.1
80,-0.3041780387200727,-0.6074311397550232,0.5138617679276521,0.5338036731875283,0.614064969828442,0.6912659131176211,0.7565956475664823,-0.3695326811835744,0.1,0.1,0.9
81,-0.30412731612601485,-0.6070530437335574,-0.8142888609222848,-0.9114971143510316,-0.9417464795132783,-1.0280997497827646,-1.0973456415728098,-0.21503851627713136,0.9,0.1,0.1
82,-0.30390275087638197,-0.6114146616131425,-1.5046718346804542,-1.1767444534795295,-0.8931683451814817,-0.7244138709480632,-0.5922791216515959,-0.370171221767906,0.1,0.1,0.9
83,-0.3027752472755033,-0.6080730320443437,-2.6133465918364314,-2.4774379509405393,-2.1332266040476777,-1.911140338662003,-1.7153039079451724,-0.36981716520208446,0.1,0.1,0.9
84,-0.3021958415160944,-0.6127423364398078,0.78429967877945,0.9280785380369198,1.053028866929981,1.097447418196086,1.14751542186743,-0.36737682219404444,0.1,0.1,0.9
85,-0.3020959931155051,-0.6063807910710742,-0.9560726634478437,-1.1994213134799903,-1.0885391684503494,-0.954024042120647,-0.8362725693852614,-0.36989124422317926,0.1,0.1,0.9
86,-0.3016681879961725,-0.6112825286723178,-0.8828697911931821,-0.8946586996491972,-0.7560594408788941,-0.6419742119005927,-0.5133471540416011,-0.36941183206384876,0.1,0.1,0.9
87,-0.304266211527468,-0.6107168950394523,1.1640591886676823,0.29371876406886577,-0.10333114892035299,-0.25534070629030414,-0.3954603446723091,-0.2111191444579214,0.9,0.1,0.1
88,-0.30411849089272924,-0.6117853908458499,-0.5324952127161133,-1.3075700511221007,-1.4548465847062957,-1.476004673080941,-1.5442666370758364,-0.2137352913872735,0.9,0.1,0.1
89,-0.30414766627267553,-0.6117827421288569,-0.2813053370186494,-1.030032361564249,-1.3449065964817013,-1.4919005597452524,-1.5977163036758029,-0.21362574189045305,0.9,0.1,0.1
90,-0.30273379358308733,-0.6076713257927251,0.1840626753052173,-0.2246336402699753,-0.45452287039867795,-0.5623809237434255,-0.6356804836458461,-0.21434690630518768,0.9,0.1,0.1
91,-0.3012855072970681,-0.6110534271860264,-2.3961877250011767,-1.9368529161348287,-1.5485844961246413,-1.3320921608671903,-1.1500971629396246,-0.36853184531451266,0.1,0.1,0.9
92,-0.3003007393402507,-0.6065532324234932,-1.7750011359295002,-1.6292874254849519,-1.3892890484960425,-1.221495325166409,-1.0766921784254113,-0.36927401679054184,0.1,0.1,0.9
93,-0.2996694662387145,-0.6056400427378702,-2.8820467490442025,-2.292099043390148,-1.7668068034439417,-1.5030408175066867,-1.2964084568015126,-0.36997700869541417,0.1,0.1,0.9
94,-0.2993390860862162,-0.6071111449550984,-0.06839431242434929,-0.23872206262100673,-0.26697212466346015,-0.2509967064084865,-0.22094065888999176,-0.3679990165221587,0.1,0.1,0.9
95,-0.29873353109989187,-0.6095490060683935,-1.3823894897156488,-1.0089314587186715,-0.7160974398775894,-0.5443393113310395,-0.43248697578766493,-0.3704278515600467,0.1,0.1,0.9
96,-0.30109483663560027,-0.6056876453543341,0.9182997931078049,0.7452357773895654,0.46935139132546866,0.24507757041790332,0.06479190028279927,-0.15148411777305493,0.9,0.1,0.1
97,-0.30064359243331795,-0.6056828798848928,0.5271242071970014,0.3569897419246252,0.14137640302788845,-0.037501373507161415,-0.13019008983307426,-0.1500499942240472,0.9,0.1,0.1
98,-0.3004451973383531,-0.6084232808800508,0.40091984879949744,0.1065394770221725,-0.131942330794972,-0.2503135773948146,-0.35963884520941874,-0.07099036788905853,0.9,0.1,0.1
99,-0.3025357165899621,-0.6238600447260119,0.5949448702486353,0.5871006403248005,0.5455386137640954,0.4407239683209589,0.34236280922994045,-0.27016094737073576,0.9,0.1,0.1
100,-0.3035678252160121,-0.6266221964948785,0.29947847982938425,-0.036174549090789286,-0.03196708807433482,-0.02249880939919045,-0.027321714229317333,-0.3013815508111521,0.9,0.1,0.1
101,-0.3000174089612228,-0.6290513239021687,0.4084863177912018,0.752279988565081,0.8811089108997511,0.9400124547373251,0.9935079079353265,-0.36740200906121667,0.1,0.1,0.9
102,-0.2990821246755071,-0.6217979886804011,-0.9882814445305526,-0.9645085053595661,-0.8803565295335344,-0.800442626944142,-0.7356399207781408,-0.3686956319724028,0.1,0.1,0.9
103,-0.29888924822891116,-0.6264550753828588,0.172936224889986,-0.12130796613542272,-0.14594354745701785,-0.09454264614884582,-0.027346647987643226,-0.3692163534747466,0.1,0.1,0.9
104,-0.29835790305342497,-0.627982197250551,-2.1629546369586627,-2.1912272085840043,-1.9761601126502262,-1.7866269388237057,-1.640843394328458,-0.3695872115741025,0.1,0.1,0.9
105,-0.2977367485202877,-0.6266973983616424,0.4781533440896138,0.3728550824100213,0.31894367253451494,0.3455500838134838,0.36044809526967425,-0.368749310968626,0.1,0.1,0.9
106,-0.29764356770168704,-0.6299531741598403,-1.0780291796043935,0.09537027732045228,0.37404946440039033,0.5528184330132547,0.5559453830576399,2.1236142646429292,0.1,0.9,0.1
107,-0.2976421006662277,-0.6250415820462906,0.06944334120122957,0.4332385682974353,0.6402317921386497,0.7345745409716256,0.7957333368868436,-0.3692199365329544,0.1,0.1,0.9
108,-0.2967407737519348,-0.6238750792688555,-0.6005210272396124,-0.5525596512094444,-0.42869320113183795,-0.3335589783558485,-0.26233900896531975,-0.36907568050031336,0.1,0.1,0.9
109,-0.29657713337576835,-0.6289081177139817,0.0824161548632432,1.3186091825317605,1.6385794149976423,1.683431982898962,1.5765589126501143,5.014288786294861,0.1,0.9,0.1
110,-0.29517209429056573,-0.627760654801165,0.2536814306690748,0.5991900297746726,0.6745745757505072,0.7131260415551529,0.7586152819909565,-0.3687725712668121,0.1,0.1,0.9
111,-0.29485703534577085,-0.6271042188820021,-1.2670702270605954,-0.8023012642368832,-0.5325737999381416,-0.39697612179181124,-0.2831919421793312,-0.3688343783778499,0.1,0.1,0.9
112,-0.2938846001135803,-0.6233252701136589,1.1380049517409074,0.23541892623186708,-0.11881209282829126,-0.2559099804683651,-0.38840409106581375,-0.14792258878074468,0.9,0.1,0.1
113,-0.2922702437393136,-0.6288205027726613,1.142240726248223,1.3361245184276354,1.177775492975775,0.9803083084797456,0.8866584422520483,-0.19619875506542347,0.9,0.1,0.1
114,-0.29197733054235514,-0.6224042126914545,-0.19581751191940136,-0.33124872833183266,-0.2602103330714881,-0.19605736919348915,-0.11427404076777595,-0.3689403088058273,0.1,0.1,0.9
115,-0.2898411636767022,-0.6231898575312947,-0.6421909114953582,-0.7740609581728773,-0.6225093742562952,-0.5231360377143469,-0.4142853322090725,-0.36952830846357926,0.1,0.1,0.9
116,-0.28956965119958666,-0.6250876231968876,-0.5001657542970183,-0.25630085987882456,-0.04158531517261237,0.04023520502310037,0.12750861372757608,-0.36712786781158935,0.1,0.1,0.9
117,-0.2907880775145565,-0.6223936665697114,0.9406371680737422,1.0781752359224213,0.9506841875434587,0.7742398140860424,0.7524566436842274,0.017941754154108834,0.9,0.1,0.1
118,-0.28863686359476004,-0.6287426621443994,-1.391005851533952,-1.0702668650352107,-0.901784478511972,-0.8116879814769098,-0.7146041400030655,-0.3679003602425028,0.1,0.1,0.9
119,-0.2885582777908461,-0.6276030774392826,-1.1530422119049215,0.6835407566886927,1.9917565932869077,1.5239739065920148,-0.19903219657347612,-0.3695566025341363,0.1,0.1,0.9
120,-0.28855896631390787,-0.6220073320785445,-1.1065452341935418,0.5040402944369258,1.2334432065805976,1.5819610501757062,1.9089425336524224,-0.3695409121859183,0.1,0.1,0.9
121,-0.28857477513824725,-0.6273160440938575,-0.09964974254956827,0.6224909265008911,0.4982716301565057,0.551259497571796,0.6313533794907724,-0.26728261729484903,0.9,0.1,0.1
122,-0.2871021854530947,-0.6289452829655456,0.8074335241655707,0.5518478537662522,0.4221874267033484,0.4163502754356807,0.41879308975447593,-0.3700470185147252,0.1,0.1,0.9
123,-0.28563110256613206,-0.6249380527502018,-1.2539043296603551,-1.5376174881603368,-1.4128242039955239,-1.274034952769274,-1.1490499450898972,-0.3694856101389204,0.1,0.1,0.9
124,-0.2845025588559474,-0.6261519450727067,-1.250621906110525,-1.321721934835075,-1.148824005676835,-1.0044442181682716,-0.872185492628683,-0.3694390535319129,0.1,0.1,0.9
125,-0.28557282923892446,-0.6259129206548696,0.42561043182505637,0.6483302777047707,0.7728453225296759,0.745513363254669,0.7485835998907907,-0.2371869603778988,0.9,0.1,0.1
126,-0.28216237151542145,-0.6217933257009975,-1.8598373034122369,-1.9841210538876515,-1.8709870938443496,-1.7870998742947093,-1.69011250078229,-0.36829160293360097,0.1,0.1,0.9
127,-0.28144981292988247,-0.6258038877944828,0.9823311877967652,1.2399488244051715,1.2839974323610175,1.3072993963578265,1.3100087248834376,-0.36818141810628713,0.1,0.1,0.9
128,-0.2810890707938639,-0.6247300979254817,-0.37449237617963094,-0.3051978392548149,-0.1767462241135227,-0.08891996888245961,-0.023340624149798928,-0.3693864599991238,0.1,0.1,0.9
129,-0.28063999052120386,-0.6266493261710474,-0.40216368941404146,0.785702972520982,1.2187676838318167,1.261757462112969,1.3390981095980825,4.1102340716676595,0.1,0.9,0.1
130,-0.2797760070887104,-0.6297685170975812,-2.34966661182252,-1.9487624983925322,-1.5710145388708645,-1.3512197732500313,-1.1802503880095476,-0.3695566025341363,0.1,0.1,0.9
131,-0.27943479473144917,-0.6283966224999691,-0.6944200626852985,-0.40799466870651846,-0.15793121122118037,-0.02996068016392551,0.05978021485910551,-0.3690092897498453,0.1,0.1,0.9
132,-0.2789721030484767,-0.6286958265373579,0.28143721803895994,0.5241046617041258,0.6714278140124145,0.7453206858405572,0.7984926728083459,-0.3696910945402469,0.1,0.1,0.9
133,-0.27844741708387805,-0.6276283950566832,-2.1166869461864297,-1.6502614056066436,-1.2817278622996502,-1.0987860865693506,-0.9550985503181976,-0.3689824412490749,0.1,0.1,0.9
134,-0.27799215056753984,-0.6248834248462272,-1.0961187123293765,-1.0837947120224274,-0.9467756790768355,-0.8595945930767895,-0.7861224701372137,-0.37086306838116706,0.1,0.1,0.9
135,-0.27675587497234877,-0.6282642799781233,0.6814463849735662,1.9332113191486688,2.119509500636057,1.927160153687454,1.8821636772093961,4.791588729128526,0.1,0.9,0.1
136,-0.27887848065429555,-0.6276130739066369,-0.9867850455593075,-0.79535224510428,-0.6769876868470157,-0.6403977603305774,-0.6493275607034024,-0.30243465611728565,0.9,0.1,0.1
137,-0.27709415116591557,-0.6244870610464711,0.058232416650523595,-0.5664048050063644,-0.8311228198396351,-0.9361050426081511,-1.045633026802947,-0.27183755110441743,0.9,0.1,0.1
138,-0.2761682404206046,-0.6281633763149711,-0.19434524841543352,-0.29493825240759014,-0.2711303455316556,-0.19492757890164478,-0.12474621926505024,-0.3686899037092091,0.1,0.1,0.9
139,-0.27592795842874385,-0.6220420798899765,1.0075406833688063,0.12820095523156497,-0.09076283269261594,-0.07206945321186227,-0.06882811059072716,-0.36926744999398436,0.1,0.1,0.9
140,-0.27457073507275837,-0.6271096465306917,-1.2582245783031454,-1.1304599668368034,-0.9545114683496453,-0.8305090616100251,-0.7100578847348046,-0.3688491658879983,0.1,0.1,0.9
141,-0.2746476445636865,-0.6244303222602208,-0.24282133444362036,-0.20777407178082777,-0.19143111222461903,-0.2327361423891546,-0.26656943662810595,-0.27101090125026966,0.9,0.1,0.1
142,-0.2728467863362765,-0.629602157323128,0.6555852317850179,0.08550203553853786,-0.025963890829939825,-0.01956485786610732,0.01970335397510011,-0.3694884395459761,0.1,0.1,0.9
143,-0.2708293656318408,-0.6230379266803415,-1.501703172205237,-1.3817775370191254,-1.1296343782918636,-0.9635528160549559,-0.8308120763116837,-0.369554287564727,0.1,0.1,0.9
144,-0.2708823358665312,-0.6231102841709191,0.23652111343430005,-0.7208803368658309,-1.0602838703437305,-1.1081134250252687,-1.3014284534779816,-0.09327529229744023,0.9,0.1,0.1
145,-0.27062674103806883,-0.6277523496970743,-0.7130526434240411,-0.7596763827994518,-0.7236833833533463,-0.6624330500536676,-0.5929273993680942,-0.3697862989432949,0.1,0.1,0.9
146,-0.2703648574199399,-0.6237848576933324,-1.5461486351979734,-1.4842253289801521,-1.2589325704231131,-1.095422989886653,-0.9512171952719857,-0.3698107347315033,0.1,0.1,0.9
147,-0.2717015987844226,-0.6281958877096966,1.043031888001341,0.8756277223922038,0.6689272622741073,0.4988950312544877,0.4277692427521375,-0.10073798201627467,0.9,0.1,0.1
148,-0.2691851223340389,-0.6241843402998359,-2.5290534723674543,-2.0837130845613063,-1.646780320005285,-1.4081296749275467,-1.2233774786622025,-0.3690129679790178,0.1,0.1,0.9
149,0.9040618684485422,-0.5702807443679889,-1.98488315938039,-1.677528637454211,-1.419707745297601,-1.2459828728872981,-1.1087736141392772,-0.36970424613867947,0.1,0.1,0.9
150,0.9062174060420329,-0.5695819582088086,-2.2447014646297956,-1.852872380498802,-1.6857308618764903,-1.6350336042382738,-1.6399624015342424,-0.2936372064808634,0.9,0.1,0.1
151,0.9114724882020274,-0.5655959452160952,0.10039707798547008,0.3660012553203306,0.47084048393367317,0.5178124500946589,0.5781862954851793,-0.3696260516164127,0.1,0.1,0.9
152,0.9138506405786055,-0.5635446151257535,1.119855080347727,0.849090296206967,0.5884319731702354,0.45072567772627287,0.35102313462212886,-0.08750535965438733,0.9,0.1,0.1
153,0.9126105435757838,-0.5712807763136544,0.7041699274159566,-0.8241108189574708,-1.0623910768647744,-1.1670551976152477,-1.2677928134950773,-0.18393942300881644,0.9,0.1,0.1
